Filename,i_vector_0,i_vector_1,i_vector_2,i_vector_3,i_vector_4,i_vector_5,i_vector_6,i_vector_7,i_vector_8,i_vector_9,i_vector_10,i_vector_11,i_vector_12
b004_0_30_class11.wav,-0.2631219591443687,-0.32193752243700086,-0.22891484906394072,-0.18303746702137016,-0.38426676536362053,-0.2267259116755482,-0.2745006232185729,-0.3228348538072976,-0.29756735996535444,-0.2909552231939388,-0.2131349736835539,-0.16613289842195547,-0.34110392884506896
b097_180_210_class2.wav,-0.25137496673184945,-0.20280346628250928,0.20390936098476942,-0.285316036728088,-0.21214398898775177,0.3527477640591161,0.1050297964873749,-0.25957057976273007,-0.41247360573355496,-0.5709655199586738,0.0953438165549823,-0.0919002134325435,0.10573891298525534
a020_0_30_class14.wav,-0.22475906621049396,-0.32181293777503156,-0.11995891308968767,-0.22848312493564324,0.0062428855970798796,-0.4574837427371851,-0.05759366580591379,-0.5177020589492141,-0.07592257922343772,-0.2800569868851427,-0.35586441510165734,-0.2284142942859719,-0.18882158151871029
b096_120_150_class2.wav,-0.19441303926705206,0.009561568918299554,-0.2911619816478452,-0.19013009317050553,-0.1625838796641486,-0.03836456565268938,-0.22705773377062893,-0.4876582551848896,0.20160184524518593,-0.1052617897555726,-0.41062602920494423,-0.5323387162479103,0.14210790080551236
a101_150_180_class2.wav,-0.21473060223053242,-0.43196732784765446,-0.4071760328129161,0.3549120264979677,-0.21660173077958242,-0.2509804501546075,-0.2079801653451423,0.004403916364004725,-0.05619699479173948,-0.3531718335442805,0.07388817397633957,0.2878998775730951,-0.32576562142442855
a026_180_210_class7.wav,-0.039126758401975714,0.018741265323248213,-0.29151583516910606,-0.25106037787450725,-0.07613334543309062,-0.2191250906553227,-0.3795776760779581,-0.5938224689497014,0.03982367913088014,-0.4566799436735789,-0.07245847462784655,-0.16421517074875763,-0.2392264378946127
b092_120_150_class3.wav,-0.1646229182997016,-0.18282417859700337,-0.13469678688267175,-0.17473121738080766,-0.3506080395972374,-0.005895868697298106,-0.25804021194162663,-0.41043855492104786,-0.338391100724772,-0.45036784227144494,-0.2962961281123069,-0.1450018206010931,-0.3265553870486877
b080_120_150_class13.wav,-0.4761712753427731,-0.018245230500057164,-0.06390767494553921,-0.4354458204132417,0.07953187164124655,-0.1342468634151143,-0.09935374359982937,-0.5148940123887438,0.00581604904402586,-0.526523193459637,-0.03389136476520502,-0.036753001664621386,-0.011675527871130062
a098_90_120_class4.wav,-0.32533769831529014,-0.23742292657793146,-0.14522755631684547,-0.2359058434661659,-0.3499313516749224,-0.31228490311190615,-0.21047844039994626,-0.34211350399693097,-0.20425778013770904,-0.3266244918809372,-0.2542156765980702,-0.18651495334932447,-0.3631917583227224
a036_90_120_class6.wav,-0.2134655857883828,-0.2951538287187288,-0.2690188669320011,-0.20838138911227982,-0.19916998097281147,-0.24048075744451858,-0.23351154740967217,-0.32858436787821194,-0.33799046130787747,-0.33048644751226885,-0.28355055230587695,-0.31049610871594935,-0.30209288010224244
a101_30_60_class2.wav,-0.160827365863204,-0.06335048434448239,-0.27278877187583334,-0.1920428950677952,-0.185933471963391,-0.34420809160879223,-0.23661634253016497,-0.5029054818339788,-0.04569063043413805,-0.4797530891141455,-0.13443354465540697,-0.3628203723173897,-0.1221218353029056
a097_0_30_class4.wav,-0.22155094131290476,-0.29982366043450487,-0.11486409244443911,-0.4478265310111239,-0.08462730509101918,-0.15733093459391465,-0.10585693431863968,-0.48904203478915687,-0.20987101700966307,-0.20141209956604292,-0.2301598757714611,-0.05458737490274319,-0.4737403907300674
b035_30_60_class8.wav,-0.18946000041786612,-0.17811351825095867,-0.3177262382440574,-0.2571186439295481,-0.16327473240807933,-0.08496539141281399,-0.2653616758395634,-0.4754270424425512,0.048163487168279534,-0.12234373229718286,-0.40225588042493926,-0.5058598701204019,0.0018340662027937125
a154_150_180_class13.wav,-0.349498170985949,-0.005279225506296217,-0.14221977418946916,-0.09492301445875057,-0.20565278730400696,-0.24749159434414683,-0.3232207523401478,-0.44223294455567147,-0.12894793618483902,-0.5213863130103226,0.11032541359452956,-0.0011439992344596099,-0.3799411295985009
b093_30_60_class3.wav,-0.2587389030465721,-0.19209572170927564,-0.10635919309437472,-0.11521076924138916,-0.32909012292984424,-0.019218416885653008,-0.26995295336422015,-0.5195144536456057,-0.31914616204076546,-0.31725225273938806,-0.4017310472042627,-0.10868711865839917,-0.2107702650953793
a098_150_180_class4.wav,-0.34942878814683176,-0.2801473096566663,-0.10089203686119676,-0.2171843896405018,-0.3588090793770409,-0.3743459866834328,-0.13487919491860167,-0.3344696234953263,-0.2083593063832609,-0.3010738546694394,-0.22393870037386335,-0.23441988356651655,-0.3224395375724879
b016_120_150_class14.wav,-0.24802576207648253,-0.23788812133343873,-0.24116692280301527,-0.2397203906737991,-0.1730509794991983,-0.2766735623602052,-0.23308516172306404,-0.4687448182941645,-0.07818078145707473,-0.2819597461911867,-0.3836821603163071,-0.33946291487273383,-0.19405981043899775
a019_180_210_class14.wav,-0.22446014736787354,-0.3162942904604887,-0.11765819261229891,-0.09632109464830407,-0.4095589594198728,-0.1569742261918254,-0.2413433790627622,-0.43949703310715116,-0.32718701210286627,-0.3520242131377626,-0.25586281721889526,-0.11104310734246356,-0.2718490434011025
a128_161_191_class3.wav,-0.32853663033282665,0.15299404372432104,0.12479241288901655,-0.44230305304549217,0.03696735249446809,-0.07641232333905888,0.042989043854310904,-0.28404805028422436,-0.41223813501218326,-0.10719322657124643,-0.3723462344420352,-0.4727831752793558,-0.15530057979490963
b098_150_180_class3.wav,-0.10544149538803461,-0.222495342071748,-0.05053367934125623,-0.04389733979453497,-0.41418203561001243,-0.03600481186787755,-0.2753943149999993,-0.303134643014251,-0.3754131693187716,-0.37924098607760187,-0.4136272210884832,-0.06632593946490939,-0.36616411279391897
b094_210_240_class3.wav,-0.2853283383752682,-0.18474881222055464,-0.25650395025612105,-0.23795378920603347,-0.24832092011700072,-0.007041909940063472,-0.23740678335866577,-0.4331153423512561,-0.3082590810637388,-0.453105484799674,-0.2560711441973488,-0.22424147831792643,-0.20047611348469874
a095_120_150_class2.wav,-0.11131369877643461,0.1678384026323137,-0.15699165692704872,-0.1534366573668688,-0.08292118322320395,-0.21830842820858967,-0.3133329892859579,-0.5692726108228848,-0.02069544110132507,-0.548039991174373,0.13210994592577813,-0.08908498140807783,-0.32909220273675643
a110_120_150_class5.wav,-0.28798518517595073,-0.16431674743801325,-0.11997973025231091,-0.3580696588014666,-0.24353134520614492,-0.24581448341561765,0.047718857164274334,-0.25794169508273923,-0.4485716834567459,-0.11826029396358358,-0.23005318003914102,-0.4850442079159796,-0.23562223590398507
a019_150_180_class14.wav,-0.356634096699204,-0.3327335792060537,-0.07089715018876862,-0.18747410612446433,-0.3711887878022445,-0.1788166555576041,-0.08306137752692991,-0.42341084548237656,-0.34569908892289003,-0.2494927342787751,-0.29188151421836994,-0.20312455225488546,-0.24038761272862078
b060_60_90_class12.wav,-0.09223791665590818,-0.1636266112068134,-0.40469065177351915,0.013525587743003723,-0.2790882644468424,-0.12802505046373513,-0.30806661267613067,-0.6076598706611529,-0.2807629256356691,-0.31632736519242444,0.010106555485520079,0.043615182460277735,-0.24784986491323505
a084_242_272_class9.wav,-0.16509768488356738,0.09333393987197378,0.1507644134506752,-0.31810988140044616,0.1801340103737985,0.052969817303970934,0.05154493593222744,-0.660753580384273,-0.2662727685674775,-0.14051165971264304,-0.4606348342842162,-0.23282824618781714,0.09253826712306128
a154_60_90_class13.wav,-0.3572000659365335,0.0333049799778468,-0.05355064088450445,-0.05769144299131502,-0.2843924465249154,-0.3089631451523055,-0.33425651602838996,-0.4291961978335644,-0.14015304114627258,-0.5252764801700941,0.008578569009952621,-0.04181168239359654,-0.30894784322231383
a079_270_300_class13.wav,-0.43917690536235365,-0.2984432118979454,-0.10743990780244969,-0.42141575424045574,0.35826522950738515,-0.06350967558244555,0.07808616958773339,-0.526539768717946,0.038670303794963515,-0.14750281155407646,-0.2958418917602652,-0.00040373737317119646,-0.04915925276713325
a140_30_60_class0.wav,-0.34522764149734697,-0.14283799180147266,-0.040063017757276505,-0.09117005295978614,-0.26001799757907784,-0.4096018581915903,-0.2185544587152229,-0.40688861954289196,-0.20511091831894765,-0.40524276174786,-0.3339546733755848,-0.20797737108985173,-0.2017875683520078
b012_180_210_class7.wav,-0.30076370282539766,-0.2599486107852061,-0.2863290529576702,-0.33019195780455707,-0.18536424623713835,-0.29826673468189796,-0.210356957411887,-0.4744341913615028,-0.2110102052037718,-0.3327182768770531,-0.08444424948305636,-0.2037049244659859,-0.23332975162040104
a154_30_60_class13.wav,-0.31825559706526596,0.036310631575537204,-0.11862422550790243,-0.044391897284055654,-0.23318745025958812,-0.26045269354495704,-0.3059031516626192,-0.4972011274877083,-0.15846330071258596,-0.5057594333765797,0.16756259265761417,0.012006824516486521,-0.3305000230387111
a066_0_30_class4.wav,-0.23239555065274112,-0.2845990322685889,-0.268603008224379,-0.25993629486840547,-0.3043446437885998,-0.18144473985094778,-0.09762834855326606,-0.16997997847549212,-0.44653219702066305,-0.2562465811819485,-0.34523848725040657,-0.2666131982404817,-0.3255508842052684
a060_90_120_class1.wav,-0.29236397696845035,-0.31826706827268125,-0.19505975121454164,-0.44970341359745464,-0.2341108318737986,-0.2337939885670255,-0.014700144090729698,-0.36682813462787206,-0.2671194711224391,-0.16879669832178562,-0.13259677383542984,-0.2367052353062851,-0.3940114416201809
a039_120_150_class4.wav,-0.16331547542961866,-0.29057531164973294,0.005661378806345623,-0.613619943582314,0.07472834715754748,-0.03872226849305533,0.03744487080638686,-0.47510381498188065,-0.11700033343404435,-0.022136279249318786,-0.0935994412511679,0.12894951928557402,-0.48842106553415865
b020_180_210_class7.wav,-0.1947812882582044,-0.2692539996576809,-0.13019189939065695,-0.18754210728783344,-0.2637867392421348,-0.11574952274966638,-0.19256044656610488,-0.25477947112180854,-0.3943711274157014,-0.3831948191678186,-0.4338779984826052,-0.1878904899441067,-0.3557348044279495
b038_30_60_class8.wav,-0.34072726762517336,-0.1875667822078587,-0.17651820171019011,-0.22151007585985785,-0.17873316215002774,-0.39618553116424937,-0.25030949533265745,-0.3783250157887899,-0.15734926780326178,-0.28014443967071667,-0.3144641632318578,-0.38231946985239185,-0.15971686367801263
b005_150_180_class11.wav,-0.26060471889300385,-0.2504040915569196,-0.19000102198656277,-0.09523570520154895,-0.3757795142094464,-0.20188499592918835,-0.34165329953107165,-0.3450640377413077,-0.2445156097667769,-0.3826257679492957,-0.33826390435915016,-0.051701211519103105,-0.2883798457489919
b060_30_60_class12.wav,-0.09561082660091552,-0.28740544210974805,-0.34452005845153877,-0.1911100723186072,-0.2780123452906486,-0.16633673640591837,-0.2978499802066231,-0.5852277838708652,-0.18661332785584778,-0.35073860688972913,-0.06980639331394604,0.023875796769584446,-0.2314940967160515
a098_0_30_class4.wav,-0.2989557778255226,-0.3490837289293685,-0.13772214911279468,-0.3119874410565718,-0.2522291167082588,-0.31494462493583314,-0.08879094924209506,-0.38416581147199597,-0.21968273337447422,-0.257158596960242,-0.2662318596985346,-0.19734901496586243,-0.3605114530019841
b003_60_90_class11.wav,-0.2287050857390117,-0.1918792474128835,-0.2215408279293976,-0.13146135373735005,-0.39244458451067066,-0.1674272964652776,-0.36934649721438956,-0.3357092583455909,-0.21561479529078406,-0.42371819932356514,-0.2892831305257977,-0.09779528139759973,-0.30671847106040734
b019_30_60_class7.wav,-0.29606353566682314,-0.3273471624428688,-0.09586137316067685,-0.23385360021883833,-0.300822628555013,-0.0925842753671169,-0.27833221093097477,-0.49366409051728666,-0.17589990936804725,-0.22293098051195107,-0.3614212858379275,0.11600537753149257,-0.31040708662149
a003_90_120_class11.wav,-0.2872211940657214,-0.3177444699217915,-0.1263344306786897,0.01233209294330697,-0.4058307663692109,-0.16546237580586093,-0.35944739576552587,-0.4255807486943011,-0.17772842014049361,-0.2968479735497059,-0.3782772574862722,0.07226197220076253,-0.17323558819557497
a001_150_180_class11.wav,-0.26800252963349136,-0.25406578352382747,-0.22464881116764765,-0.26082742481057014,-0.3035633012873351,-0.2042242731967593,-0.25969994946888947,-0.38199009809954404,-0.22433989727189824,-0.35082150035248943,-0.31817138979790804,-0.12675829402839522,-0.3274196762569564
b048_150_180_class8.wav,-0.2297127062950521,-0.35760866976300887,-0.2975786834356452,-0.24061393568610215,-0.2789620905256106,-0.1980601552881941,-0.2262577672907057,-0.374174348548083,-0.298775847463321,-0.19267476424554428,-0.2193771474016085,-0.36180939580714666,-0.24337283344783073
a122_270_300_class10.wav,-0.08449742826971503,-0.3439174098142818,-0.03609889999345982,-0.11703337796030384,-0.12954331948746958,-0.31583755593559704,-0.3839340818371221,-0.07230401605354923,-0.4422249387029084,-0.32806569860492585,-0.15819680365106595,-0.4923446656280537,-0.14068929219514023
a045_90_120_class0.wav,-0.2888224802655187,-0.2575576202561589,0.16494278650357982,0.236080932172718,-0.2398056649988513,-0.35360147614367704,-0.4260714650203552,-0.38670050687474045,-0.04180226440265767,-0.41199917707152545,-0.2734214502454981,-0.06851484992313416,0.05240282660989657
b086_60_90_class5.wav,-0.36635705379851147,-0.29475651957768506,-0.21702596664868418,-0.4479144906198215,-0.03550271706404319,-0.04343575799985033,0.02337425222349572,-0.46399148390081246,-0.18379089362159398,-0.29257066236237916,-0.2307276008151222,-0.30126686636641575,-0.22094851390889686
b099_210_240_class3.wav,-0.14676072385971442,-0.27120579534229344,-0.062030944001664146,-0.22515530316299825,-0.334537028226377,-0.057482358777637826,-0.22285494204690454,-0.39137091652893535,-0.335084943137541,-0.3182326467893601,-0.40102365093421155,-0.10027689385585578,-0.38455407028677885
a106_30_60_class1.wav,-0.33995780906712303,-0.021962382209957363,-0.09939075272606615,-0.3549904669679323,-0.07823689217623259,-0.18165916923444292,0.010531359096869058,-0.3502755167934906,-0.4415245565001782,-0.24432436174113314,-0.25565901901608473,-0.49504841970934965,-0.14509264836228197
a098_240_270_class4.wav,-0.3055824308464912,-0.2876871938130202,-0.12731719662670998,-0.2399530661999958,-0.27256742369305587,-0.4239331090914706,-0.12491075306763523,-0.38786950059201064,-0.17264265177331187,-0.31253395800407974,-0.2536431832594443,-0.21608930434952758,-0.30248665224925464
a157_0_30_class9.wav,-0.2633555512412046,-0.18802751779635785,-0.12062939193177846,-0.3009903572682702,-0.2016565392794801,-0.2973734518647447,-0.2047397805438901,-0.407175931948676,-0.31445869768448415,-0.29816388682805595,-0.27200306384956235,-0.35928231122941306,-0.2499609808513587
b025_150_180_class8.wav,-0.5516092727388625,-0.07711921894819522,-0.1763680647449881,-0.40822990335871195,0.2936352220828387,-0.11813183281482005,-0.004534065847405888,-0.46700060721671405,0.047523185534994926,-0.3909485168497187,0.07712446434605899,-0.11233281830931147,-0.008339575114185068
b112_143_173_class0.wav,0.0018686647547144623,0.13331543568430873,-0.31685003639289266,-0.15384925362661284,-0.019401953732118886,-0.2864177487611433,-0.4174177127839328,-0.5734316155596384,0.16732217562980897,-0.4068521656736835,-0.0008151982944951925,-0.11911899688745735,-0.2548953547536134
a129_120_150_class3.wav,-0.3424504761463743,-0.10854019564266602,-0.22687924435659668,-0.3989239401404183,-0.23505821163202278,-0.22084441246337255,-0.05326763495691587,-0.4652397073691559,-0.20488838560344266,-0.21115409272937177,-0.3406571004761333,-0.2880547333224081,-0.22679078736893107
a089_150_180_class9.wav,-0.24896658423339155,-0.23022441847607894,-0.08721153605573968,-0.21193502380427404,-0.2856941279301653,-0.19047384205755372,-0.16641886258757183,-0.4842650884540525,-0.37276629444890147,-0.3491049218655985,-0.272886329295732,-0.2643627829375823,-0.21724900760910357
a121_120_150_class10.wav,-0.0618867583989159,-0.33690068501628645,-0.04562935933411031,-0.13538622992459073,-0.1267799563489664,-0.3392836362230323,-0.38834506923128526,-0.05240340536678639,-0.42674211194629996,-0.3504703063014178,-0.14867428577593875,-0.4739020361230713,-0.16089277874772143
b095_60_90_class3.wav,-0.22841020886353372,-0.2824678788768426,-0.11571403974108813,-0.39927738009516894,-0.25423711879910466,-0.11236483223434063,-0.17283422733896606,-0.423505775456376,-0.25597087265041374,-0.36334070664802975,-0.35749673552542394,-0.20701815844656063,-0.2013438302182126
a022_0_30_class14.wav,-0.20098594617979576,-0.30119599646406275,-0.05722803185372962,-0.24965324847361892,0.05721738346436252,-0.5379516790865693,0.017592812822491553,-0.5289325635540824,-0.019693553495089063,-0.3025117490665025,-0.27692668895298295,-0.18883210000039077,-0.16214709302952257
b033_30_60_class6.wav,-0.16939346795476742,-0.29929278326701714,-0.30983316432835994,-0.2581316414162516,-0.20275780877454308,-0.1513307582660193,-0.278954646792335,-0.3689098239392277,-0.27956940427923843,-0.28246010818787165,-0.2868797601569182,-0.38359899978272505,-0.23192307851890298
a121_0_30_class10.wav,-0.06812376532080355,-0.3587289018875225,-0.0555664678629275,-0.12862836594735244,-0.11283960791865007,-0.32001860761513445,-0.37424651685497284,-0.08098994985716063,-0.44064955623807206,-0.3460458633886707,-0.16628627116306327,-0.4580384713198113,-0.1841336167390573
a018_0_30_class14.wav,-0.2578445935702909,-0.2663596627830079,-0.1564168878710422,-0.0979487043336651,-0.32777078825823347,-0.2927244871465889,-0.31434230427576487,-0.4339357891134265,-0.15824885108471456,-0.38388590225624886,-0.34175834481063144,-0.06569456955180183,-0.2339876241133613
b015_120_150_class14.wav,-0.22454368362492938,-0.3170401798192823,-0.16193775845547365,-0.027768482857727594,-0.4383179462828089,-0.037716192314553386,-0.3543851296620177,-0.4262667402832756,-0.2937814022465243,-0.3411890384690929,-0.2903327318684981,0.029782209225509334,-0.18258120828536456
a155_240_270_class9.wav,-0.2329836206550114,-0.3112834057568397,-0.1551678958941092,-0.17889006789123188,-0.27698067330493414,-0.26078903350923227,-0.32960736362940524,-0.3030161777440375,-0.3142966390126257,-0.3611701750240564,-0.24811591860449328,-0.3006091319620883,-0.25768173796101773
b082_120_150_class13.wav,-0.33586990799278543,-0.14117078721000148,0.11902843792261356,-0.4416404521273013,-0.04045337508030409,0.2283274102813876,-0.044476914384274126,-0.41544669059268774,-0.159014847812865,-0.6141347169971734,-0.10715036800056403,0.06029733971769774,-0.11018158779638233
b100_60_90_class3.wav,-0.2275935282245441,-0.23376043080296996,-0.2224617088759947,-0.2908836718229557,-0.2531055043928644,-0.08064457489739742,-0.2485652457066687,-0.42818902768192413,-0.2817512032079734,-0.39055595982701413,-0.26164082568096547,-0.11497179514618065,-0.36078542408117126
a031_150_180_class6.wav,-0.20464304133750866,-0.2518083276149145,-0.25890636140868645,-0.2529544535468549,-0.1980061395204256,-0.21369314716187318,-0.276362174984391,-0.3551662208795457,-0.3512398651304693,-0.33036832195785726,-0.23432695406438758,-0.3430541754051962,-0.2668278169662944
a098_210_240_class4.wav,-0.32980377117059884,-0.3350558083985526,-0.10362888274722283,-0.2104434119284785,-0.334059080322639,-0.44211535106051536,-0.04145101935269916,-0.35735812410664647,-0.189891119514757,-0.23388906674709378,-0.20694869740919913,-0.27609178276409296,-0.27863966959699793
a051_60_90_class5.wav,-0.30797467234445053,0.08966559551630951,0.0625976703077761,-0.38041765721145476,-0.08932909825900892,-0.15260497870704737,0.1587866519227426,-0.281955955742771,-0.46571320228598145,-0.1308218958045942,-0.3679671097842837,-0.4822244376414214,-0.10272260438805876
a156_240_270_class9.wav,-0.14445709895543649,-0.25184232258579925,-0.3614106043528663,-0.27667551580894156,-0.12880915966528683,-0.18949817136582217,-0.2450168866146458,-0.42390246388108443,-0.18565207704548278,-0.24755550905850873,-0.2578230178571754,-0.4612064915288687,-0.20341616162880558
b088_0_30_class2.wav,-0.21457279235767754,-0.11874132139006943,0.1331970721266224,-0.12502130723256638,-0.5368489909391243,-0.09276572395999699,-0.260424208713444,-0.23097575303801163,-0.08405880356960418,-0.6787792851825019,-0.05900968067021458,0.08364615873789742,-0.1010857050458611
a133_150_180_class2.wav,-0.3646625488056055,-0.192106649712008,0.250662496443498,0.16954318116876607,-0.24701847929876083,-0.12680796877168463,0.06328787339668931,-0.14745038744442326,-0.5418450677608104,-0.24382265960300598,0.3915913486478185,-0.24527296967984888,0.2629565376849695
a155_270_300_class9.wav,-0.21534532063233092,-0.21863721187959795,-0.18920773398152785,-0.11814314268790524,-0.35401037914023664,-0.2749638091801592,-0.3792193051709044,-0.26014367080020767,-0.2750152587900955,-0.39759117559593343,-0.25435253911617745,-0.22399981922173423,-0.30833921139830994
b089_0_30_class2.wav,-0.17552987068528542,-0.2920321740362963,-0.49821007085953756,0.2559568674828911,-0.25650393845168107,-0.29818945100063576,-0.2631700070805243,-0.16534160580190613,-0.08794760267443873,-0.288010680406241,0.008456512570837064,0.23997328719646863,-0.4129505281812031
b110_90_120_class0.wav,-0.3786892846166326,0.055136852668991286,-0.10088271651327582,-0.2247731998819614,-0.015252730642833447,-0.5734912763598657,-0.21426381828847244,-0.3231526748979384,-0.09402269513294777,-0.32920018371550613,-0.21479101658451394,-0.366185846799183,-0.12630214164462114
a075_120_150_class12.wav,-0.16826939283037498,-0.10891452998340416,-0.4246713608549963,-0.001288551766767978,-0.2614548432387923,-0.06112474935992588,-0.2673056153151533,-0.5151399165682441,-0.32121644756750234,-0.41478399707574287,0.09271995736061699,0.0329571058212395,-0.2926608687637154
